timestamp_ns,image_filename,range_center_m,aruco_x_norm,cmd_linear_x,cmd_angular_z
1774908822788755534,1774908822788755534.png,nan,0.0,0.0,0.0
1774908822839709126,1774908822839709126.png,nan,0.0,0.0,0.0
1774908822875760386,1774908822875760386.png,nan,0.0,0.0,0.0
1774908822900889423,1774908822900889423.png,nan,0.0,0.0,0.0
1774908822958711497,1774908822958711497.png,nan,0.0,0.0,0.0
1774908822999759404,1774908822999759404.png,nan,0.0,0.0,0.0
1774908823099714404,1774908823099714404.png,nan,0.0,0.0,0.0
1774908823168871089,1774908823168871089.png,nan,0.0,0.0,0.0
1774908823262683533,1774908823262683533.png,nan,0.0,0.0,0.0
1774908823487378663,1774908823487378663.png,nan,0.0,0.0,0.0
1774908823567347607,1774908823567347607.png,nan,0.0,0.0,0.0
1774908823689290274,1774908823689290274.png,nan,0.0,0.0,0.0
1774908823766399848,1774908823766399848.png,nan,0.0,0.0,0.0
1774908823792622607,1774908823792622607.png,nan,0.0,0.0,0.0
1774908823907818126,1774908823907818126.png,nan,0.0,0.0,0.0
1774908823972087237,1774908823972087237.png,nan,0.0,0.0,0.0
1774908824085121126,1774908824085121126.png,nan,0.0,0.0,0.0
1774908824185676255,1774908824185676255.png,nan,0.0,0.0,0.0
1774908824288244885,1774908824288244885.png,nan,0.0,0.0,0.0
1774908824325685885,1774908824325685885.png,nan,0.0,0.0,0.0
1774908824394335218,1774908824394335218.png,nan,0.0,0.0,0.0
1774908824415411033,1774908824415411033.png,nan,0.0,0.0,0.0
1774908824439869848,1774908824439869848.png,nan,0.0,0.0,0.0
1774908824460561422,1774908824460561422.png,nan,0.0,0.0,0.0
1774908824493998848,1774908824493998848.png,nan,0.0,0.0,0.0
1774908824527784162,1774908824527784162.png,nan,0.0,0.0,0.0
1774908824624989551,1774908824624989551.png,nan,0.0,0.0,0.0
1774908824673666681,1774908824673666681.png,nan,0.0,0.0,0.0
1774908824806598866,1774908824806598866.png,nan,0.0,0.0,0.0
1774908824998136681,1774908824998136681.png,nan,0.0,0.0,0.0
1774908825031105606,1774908825031105606.png,nan,0.0,0.0,0.0
1774908825092306736,1774908825092306736.png,nan,0.0,0.0,0.0
1774908825163184569,1774908825163184569.png,nan,0.0,0.0,0.0
1774908825306025347,1774908825306025347.png,nan,0.0,0.0,0.0
1774908825460972032,1774908825460972032.png,nan,0.0,0.0,0.0
1774908825542114421,1774908825542114421.png,nan,0.0,0.0,0.0
1774908825607970699,1774908825607970699.png,nan,0.0,0.0,0.0
1774908825623969347,1774908825623969347.png,nan,0.0,0.0,0.0
1774908825684246569,1774908825684246569.png,nan,0.0,0.0,0.0
1774908825757727310,1774908825757727310.png,nan,0.0,0.0,0.0
1774908825830711902,1774908825830711902.png,nan,0.0,0.0,0.0
1774908825860544180,1774908825860544180.png,nan,0.0,0.0,0.0
1774908826041159476,1774908826041159476.png,nan,0.0,0.0,0.0
1774908826092609161,1774908826092609161.png,nan,0.0,0.0,0.0
1774908826120524050,1774908826120524050.png,nan,0.0,0.0,0.0
1774908826207982995,1774908826207982995.png,nan,0.0,0.0,0.0
1774908826275381754,1774908826275381754.png,nan,0.0,0.0,0.0
1774908826290778476,1774908826290778476.png,nan,0.0,0.0,0.0
1774908826388695050,1774908826388695050.png,nan,0.0,0.0,0.0
1774908826421655754,1774908826421655754.png,nan,0.0,0.0,0.0
1774908826533111957,1774908826533111957.png,nan,0.0,0.0,0.0
1774908826624914624,1774908826624914624.png,nan,0.0,0.0,0.0
1774908826746788457,1774908826746788457.png,nan,0.0,0.0,0.0
1774908826783279031,1774908826783279031.png,nan,0.0,0.0,0.0
1774908826905958957,1774908826905958957.png,nan,0.0,0.0,0.0
1774908826938125550,1774908826938125550.png,nan,0.0,0.0,0.0
1774908826995437624,1774908826995437624.png,nan,0.0,0.0,0.0
1774908827090298568,1774908827090298568.png,nan,0.0,0.0,0.0
1774908827198187290,1774908827198187290.png,nan,0.0,0.0,0.0
1774908827234046309,1774908827234046309.png,nan,0.0,0.0,0.0
1774908827350510550,1774908827350510550.png,nan,0.0,0.0,0.0
1774908827394864568,1774908827394864568.png,nan,0.0,0.0,0.0
1774908827458051272,1774908827458051272.png,nan,0.0,0.0,0.0
1774908827536320401,1774908827536320401.png,nan,0.0,0.0,0.0
1774908827601645901,1774908827601645901.png,nan,0.0,0.0,0.0
1774908827656374660,1774908827656374660.png,nan,0.0,0.0,0.0
1774908827768327346,1774908827768327346.png,nan,0.0,0.0,0.0
1774908827882428142,1774908827882428142.png,nan,0.0,0.0,0.0
1774908827966334734,1774908827966334734.png,nan,0.0,0.0,0.0
1774908827988363253,1774908827988363253.png,nan,0.0,0.0,0.0
1774908828116069790,1774908828116069790.png,nan,0.0,0.0,0.0
1774908828166544956,1774908828166544956.png,nan,0.0,0.0,0.0
1774908828222154882,1774908828222154882.png,nan,0.0,0.0,0.0
1774908828452049993,1774908828452049993.png,nan,0.0,0.0,0.0
1774908828538218086,1774908828538218086.png,nan,0.0,0.0,0.0
1774908828580204604,1774908828580204604.png,nan,0.0,0.0,0.0
1774908828629215919,1774908828629215919.png,nan,0.0,0.0,0.0
1774908828674723586,1774908828674723586.png,nan,0.0,0.0,0.0
1774908828760634141,1774908828760634141.png,nan,0.0,0.0,0.0
1774908828790109734,1774908828790109734.png,nan,0.0,0.0,0.0
1774908828861836345,1774908828861836345.png,nan,0.0,0.0,0.0
1774908828940021919,1774908828940021919.png,nan,0.0,0.0,0.0
1774908829010404086,1774908829010404086.png,nan,0.0,0.0,0.0
1774908829077158271,1774908829077158271.png,nan,0.0,0.0,0.0
1774908829166318826,1774908829166318826.png,nan,0.0,0.0,0.0
1774908829346602326,1774908829346602326.png,nan,0.0,0.0,0.0
1774908829411712178,1774908829411712178.png,nan,0.0,0.0,0.0
1774908829501387215,1774908829501387215.png,nan,0.0,0.0,0.0
1774908829564723289,1774908829564723289.png,nan,0.0,0.0,0.0
1774908829691264974,1774908829691264974.png,nan,0.0,0.0,0.0
1774908829821942122,1774908829821942122.png,nan,0.0,0.0,0.0
1774908829865859437,1774908829865859437.png,nan,0.0,0.0,0.0
1774908829988912159,1774908829988912159.png,nan,0.0,0.0,0.0
1774908830094248048,1774908830094248048.png,nan,0.0,0.0,0.0
1774908830290613418,1774908830290613418.png,nan,0.0,0.0,0.0
1774908830320506177,1774908830320506177.png,nan,0.0,0.0,0.0
1774908830351328622,1774908830351328622.png,nan,0.0,0.0,0.0
1774908830395032029,1774908830395032029.png,nan,0.0,0.0,0.0
1774908830472913085,1774908830472913085.png,nan,0.0,0.0,0.0
1774908830545591974,1774908830545591974.png,nan,0.0,0.0,0.0
1774908830669239233,1774908830669239233.png,nan,0.0,0.0,0.0
1774908830750300029,1774908830750300029.png,nan,0.0,0.0,0.0
1774908830831140122,1774908830831140122.png,nan,0.0,0.0,0.0
1774908830906701307,1774908830906701307.png,nan,0.0,0.0,0.0
1774908831015248251,1774908831015248251.png,nan,0.0,0.0,0.0
1774908831056097695,1774908831056097695.png,nan,0.0,0.0,0.0
1774908831131277084,1774908831131277084.png,nan,0.0,0.0,0.0
1774908831262118584,1774908831262118584.png,nan,0.0,0.0,0.0
1774908831353146010,1774908831353146010.png,nan,0.0,0.0,0.0
1774908831422030880,1774908831422030880.png,nan,0.0,0.0,0.0
1774908831523496251,1774908831523496251.png,nan,0.0,0.0,0.0
1774908831592021417,1774908831592021417.png,nan,0.0,0.0,0.0
1774908831691297565,1774908831691297565.png,nan,0.0,0.0,0.0
1774908831819937806,1774908831819937806.png,nan,0.0,0.0,0.0
1774908831852610769,1774908831852610769.png,nan,0.0,0.0,0.0
1774908831902677806,1774908831902677806.png,nan,0.0,0.0,0.0
1774908832003932065,1774908832003932065.png,nan,0.0,0.0,0.0
1774908832190699139,1774908832190699139.png,nan,0.0,0.0,0.0
1774908832350516991,1774908832350516991.png,nan,0.0,0.0,0.0
1774908832466721398,1774908832466721398.png,nan,0.0,0.0,0.0
1774908832579102158,1774908832579102158.png,nan,0.0,0.0,0.0
1774908832622417880,1774908832622417880.png,nan,0.0,0.0,0.0
1774908832721210806,1774908832721210806.png,nan,0.0,0.0,0.0
1774908832837198046,1774908832837198046.png,nan,0.0,0.0,0.0
1774908832962098324,1774908832962098324.png,nan,0.0,0.0,0.0
1774908833018848194,1774908833018848194.png,nan,0.0,0.0,0.0
1774908833087299231,1774908833087299231.png,nan,0.0,0.0,0.0
1774908833106276768,1774908833106276768.png,nan,0.0,0.0,0.0
1774908833136274398,1774908833136274398.png,nan,0.0,0.0,0.0
1774908833162426935,1774908833162426935.png,nan,0.0,0.0,0.0
1774908833204098453,1774908833204098453.png,nan,0.0,0.0,0.0
1774908833243715213,1774908833243715213.png,nan,0.0,0.0,0.0
1774908833328815287,1774908833328815287.png,nan,0.0,0.0,0.0
1774908833341977676,1774908833341977676.png,nan,0.0,0.0,0.0
1774908833464832083,1774908833464832083.png,nan,0.0,0.0,0.0
1774908833648320120,1774908833648320120.png,nan,0.0,0.0,0.0
1774908833852352879,1774908833852352879.png,nan,0.0,0.0,0.0
1774908833918418175,1774908833918418175.png,nan,0.0,0.0,0.0
1774908833940576268,1774908833940576268.png,nan,0.0,0.0,0.0
1774908834025582009,1774908834025582009.png,nan,0.0,0.0,0.0
1774908834057608657,1774908834057608657.png,nan,0.0,0.0,0.0
1774908834193853471,1774908834193853471.png,nan,0.0,0.0,0.0
1774908834287919490,1774908834287919490.png,nan,0.0,0.0,0.0
1774908834367799286,1774908834367799286.png,nan,0.0,0.0,0.0
1774908834407634175,1774908834407634175.png,nan,0.0,0.0,0.0
1774908834465659434,1774908834465659434.png,nan,0.0,0.0,0.0
1774908834510839471,1774908834510839471.png,nan,0.0,0.0,0.0
1774908834601742897,1774908834601742897.png,nan,0.0,0.0,0.0
1774908834626136712,1774908834626136712.png,nan,0.0,0.0,0.0
1774908834749350341,1774908834749350341.png,nan,0.0,0.0,0.0
1774908834764891212,1774908834764891212.png,nan,0.0,0.0,0.0
1774908834823748897,1774908834823748897.png,nan,0.0,0.0,0.0
1774908834886199601,1774908834886199601.png,nan,0.0,0.0,0.0
1774908835041948452,1774908835041948452.png,nan,0.0,0.0,0.0
1774908835095418693,1774908835095418693.png,nan,0.0,0.0,0.0
1774908835173309415,1774908835173309415.png,nan,0.0,0.0,0.0
1774908835267292878,1774908835267292878.png,nan,0.0,0.0,0.0
1774908835317383082,1774908835317383082.png,nan,0.0,0.0,0.0
1774908835390278878,1774908835390278878.png,nan,0.0,0.0,0.0
1774908835493318526,1774908835493318526.png,nan,0.0,0.0,0.0
1774908835530711971,1774908835530711971.png,nan,0.0,0.0,0.0
1774908835631243248,1774908835631243248.png,nan,0.0,0.0,0.0
1774908835661281378,1774908835661281378.png,nan,0.0,0.0,0.0
1774908835712353619,1774908835712353619.png,nan,0.0,0.0,0.0
1774908835874190544,1774908835874190544.png,nan,0.0,0.0,0.0
1774908835933617452,1774908835933617452.png,nan,0.0,0.0,0.0
1774908836047845507,1774908836047845507.png,nan,0.0,0.0,0.0
1774908836139553915,1774908836139553915.png,nan,0.0,0.0,0.0
1774908836161960155,1774908836161960155.png,nan,0.0,0.0,0.0
1774908836253348192,1774908836253348192.png,nan,0.0,0.0,0.0
1774908836286634859,1774908836286634859.png,nan,0.0,0.0,0.0
1774908836356752415,1774908836356752415.png,nan,0.0,0.0,0.0
1774908836425560933,1774908836425560933.png,nan,0.0,0.0,0.0
1774908836492134359,1774908836492134359.png,nan,0.0,0.0,0.0
1774908836522574489,1774908836522574489.png,nan,0.0,0.0,0.0
1774908836612006285,1774908836612006285.png,nan,0.0,0.0,0.0
1774908836699184951,1774908836699184951.png,nan,0.0,0.0,0.0
1774908836788777785,1774908836788777785.png,nan,0.0,0.0,0.0
1774908836909362933,1774908836909362933.png,nan,0.0,0.0,0.0
1774908837018443099,1774908837018443099.png,nan,0.0,0.0,0.0
1774908837063819988,1774908837063819988.png,nan,0.0,0.0,0.0
1774908837100868877,1774908837100868877.png,nan,0.0,0.0,0.0
1774908837133934081,1774908837133934081.png,nan,0.0,0.0,0.0
1774908837204623821,1774908837204623821.png,nan,0.0,0.0,0.0
1774908837254802858,1774908837254802858.png,nan,0.0,0.0,0.0
1774908837324659877,1774908837324659877.png,nan,0.0,0.0,0.0
1774908837424003303,1774908837424003303.png,nan,0.0,0.0,0.0
1774908837514002062,1774908837514002062.png,nan,0.0,0.0,0.0
1774908837567190488,1774908837567190488.png,nan,0.0,0.0,0.0
1774908837618256136,1774908837618256136.png,nan,0.0,0.0,0.0
1774908837700406858,1774908837700406858.png,nan,0.0,0.0,0.0
1774908837764112673,1774908837764112673.png,nan,0.0,0.0,0.0
1774908837835237784,1774908837835237784.png,nan,0.0,0.0,0.0
1774908837901027617,1774908837901027617.png,nan,0.0,0.0,0.0
1774908837979690136,1774908837979690136.png,nan,0.0,0.0,0.0
1774908838050895228,1774908838050895228.png,nan,0.0,0.0,0.0
1774908838100292728,1774908838100292728.png,nan,0.0,0.0,0.0
1774908838157830395,1774908838157830395.png,nan,0.0,0.0,0.0
1774908838170941191,1774908838170941191.png,nan,0.0,0.0,0.0
1774908838294965450,1774908838294965450.png,nan,0.0,0.0,0.0
1774908838474282858,1774908838474282858.png,nan,0.0,0.0,0.0
1774908838517817691,1774908838517817691.png,nan,0.0,0.0,0.0
1774908838597386172,1774908838597386172.png,nan,0.0,0.0,0.0
1774908838617073561,1774908838617073561.png,nan,0.0,0.0,0.0
1774908838652269432,1774908838652269432.png,nan,0.0,0.0,0.0
1774908838687024617,1774908838687024617.png,nan,0.0,0.0,0.0
1774908838795974895,1774908838795974895.png,nan,0.0,0.0,0.0
1774908838822695728,1774908838822695728.png,nan,0.0,0.0,0.0
1774908838912379691,1774908838912379691.png,nan,0.0,0.0,0.0
1774908838999902024,1774908838999902024.png,nan,0.0,0.0,0.0
1774908839098797691,1774908839098797691.png,nan,0.0,0.0,0.0
1774908839153393339,1774908839153393339.png,nan,0.0,0.0,0.0
1774908839254881746,1774908839254881746.png,nan,0.0,0.0,0.0
1774908839329422561,1774908839329422561.png,nan,0.0,0.0,0.0
1774908839387874839,1774908839387874839.png,nan,0.0,0.0,0.0
1774908839486965561,1774908839486965561.png,nan,0.0,0.0,0.0
1774908839595128394,1774908839595128394.png,nan,0.0,0.0,0.0
1774908839686373450,1774908839686373450.png,nan,0.0,0.0,0.0
1774908839787982431,1774908839787982431.png,nan,0.0,0.0,0.0
1774908839887020968,1774908839887020968.png,nan,0.0,0.0,0.0
1774908839958233449,1774908839958233449.png,nan,0.0,0.0,0.0
1774908840022527283,1774908840022527283.png,nan,0.0,0.0,0.0
1774908840086418542,1774908840086418542.png,nan,0.0,0.0,0.0
1774908840222603820,1774908840222603820.png,nan,0.0,0.0,0.0
1774908840361552134,1774908840361552134.png,nan,0.0,0.0,0.0
1774908840443658949,1774908840443658949.png,nan,0.0,0.0,0.0
1774908840572827134,1774908840572827134.png,nan,0.0,0.0,0.0
1774908840656027690,1774908840656027690.png,nan,0.0,0.0,0.0
1774908840776696190,1774908840776696190.png,nan,0.0,0.0,0.0
1774908840828545727,1774908840828545727.png,nan,0.0,0.0,0.0
1774908840923212634,1774908840923212634.png,nan,0.0,0.0,0.0
1774908840987285967,1774908840987285967.png,nan,0.0,0.0,0.0
1774908841066265097,1774908841066265097.png,nan,0.0,0.0,0.0
1774908841154903171,1774908841154903171.png,nan,0.0,0.0,0.0
1774908841255338708,1774908841255338708.png,nan,0.0,0.0,0.0
1774908841323491300,1774908841323491300.png,nan,0.0,0.0,0.0
1774908841479567800,1774908841479567800.png,nan,0.0,0.0,0.0
1774908841523218708,1774908841523218708.png,nan,0.0,0.0,0.0
1774908841588645689,1774908841588645689.png,nan,0.0,0.0,0.0
1774908841730497430,1774908841730497430.png,nan,0.0,0.0,0.0
1774908841754523189,1774908841754523189.png,nan,0.0,0.0,0.0
1774908841916675059,1774908841916675059.png,nan,0.0,0.0,0.0
1774908842045768689,1774908842045768689.png,nan,0.0,0.0,0.0
1774908842169342670,1774908842169342670.png,nan,0.0,0.0,0.0
1774908842226636893,1774908842226636893.png,nan,0.0,0.0,0.0
1774908842287524522,1774908842287524522.png,nan,0.0,0.0,0.0
1774908842388125170,1774908842388125170.png,nan,0.0,0.0,0.0
1774908842523308170,1774908842523308170.png,nan,0.0,0.0,0.0
1774908842644627707,1774908842644627707.png,nan,0.0,0.0,0.0
1774908842686800522,1774908842686800522.png,nan,0.0,0.0,0.0
1774908842797900096,1774908842797900096.png,nan,0.0,0.0,0.0
1774908842889090040,1774908842889090040.png,nan,0.0,0.0,0.0
1774908843004700781,1774908843004700781.png,nan,0.0,0.0,0.0
1774908843057107651,1774908843057107651.png,nan,0.0,0.0,0.0
1774908843140136392,1774908843140136392.png,nan,0.0,0.0,0.0
1774908843195320596,1774908843195320596.png,nan,0.0,0.0,0.0
1774908843277888059,1774908843277888059.png,nan,0.0,0.0,0.0
1774908843325333818,1774908843325333818.png,nan,0.0,0.0,0.0
1774908843387967281,1774908843387967281.png,nan,0.0,0.0,0.0
1774908843472399577,1774908843472399577.png,nan,0.0,0.0,0.0
1774908843501380207,1774908843501380207.png,nan,0.0,0.0,0.0
1774908843566816929,1774908843566816929.png,nan,0.0,0.0,0.0
1774908843664960299,1774908843664960299.png,nan,0.0,0.0,0.0
1774908843723980892,1774908843723980892.png,nan,0.0,0.0,0.0
1774908843846920077,1774908843846920077.png,nan,0.0,0.0,0.0
1774908843954560632,1774908843954560632.png,nan,0.0,0.0,0.0
1774908844015709058,1774908844015709058.png,nan,0.0,0.0,0.0
1774908844100681354,1774908844100681354.png,nan,0.0,0.0,0.0
1774908844155074188,1774908844155074188.png,nan,0.0,0.0,0.0
1774908844222187577,1774908844222187577.png,nan,0.0,0.0,0.0
1774908844292519595,1774908844292519595.png,nan,0.0,0.0,0.0
1774908844355036299,1774908844355036299.png,nan,0.0,0.0,0.0
1774908844420521836,1774908844420521836.png,nan,0.0,0.0,0.0
1774908844523109428,1774908844523109428.png,nan,0.0,0.0,0.0
1774908844593041650,1774908844593041650.png,nan,0.0,0.0,0.0
1774908844693721058,1774908844693721058.png,nan,0.0,0.0,0.0
1774908844750410780,1774908844750410780.png,nan,0.0,0.0,0.0
1774908844807272132,1774908844807272132.png,nan,0.0,0.0,0.0
1774908844831833002,1774908844831833002.png,nan,0.0,0.0,0.0
1774908844926832206,1774908844926832206.png,nan,0.0,0.0,0.0
1774908844992593076,1774908844992593076.png,nan,0.0,0.0,0.0
1774908845060881058,1774908845060881058.png,nan,0.0,0.0,0.0
1774908845123432983,1774908845123432983.png,nan,0.0,0.0,0.0
1774908845206301706,1774908845206301706.png,nan,0.0,0.0,0.0
1774908845257629002,1774908845257629002.png,nan,0.0,0.0,0.0
1774908845349712983,1774908845349712983.png,nan,0.0,0.0,0.0
1774908845438249113,1774908845438249113.png,nan,0.0,0.0,0.0
1774908845500997668,1774908845500997668.png,nan,0.0,0.0,0.0
1774908845585039631,1774908845585039631.png,nan,0.0,0.0,0.0
1774908845659196205,1774908845659196205.png,nan,0.0,0.0,0.0
1774908845710940057,1774908845710940057.png,nan,0.0,0.0,0.0
1774908845723736094,1774908845723736094.png,nan,0.0,0.0,0.0
1774908845788066594,1774908845788066594.png,nan,0.0,0.0,0.0
1774908845887692020,1774908845887692020.png,nan,0.0,0.0,0.0
1774908845957791316,1774908845957791316.png,nan,0.0,0.0,0.0
1774908846099510057,1774908846099510057.png,nan,0.0,0.0,0.0
1774908846230401705,1774908846230401705.png,nan,0.0,0.0,0.0
1774908846292277223,1774908846292277223.png,nan,0.0,0.0,0.0
1774908846368881168,1774908846368881168.png,nan,0.0,0.0,0.0
1774908846460781316,1774908846460781316.png,nan,0.0,0.0,0.0
1774908846557323020,1774908846557323020.png,nan,0.0,0.0,0.0
1774908846655883038,1774908846655883038.png,nan,0.0,0.0,0.0
1774908846721380019,1774908846721380019.png,nan,0.0,0.0,0.0
1774908846822204705,1774908846822204705.png,nan,0.0,0.0,0.0
1774908846887997353,1774908846887997353.png,nan,0.0,0.0,0.0
1774908846957523501,1774908846957523501.png,nan,0.0,0.0,0.0
1774908847020338853,1774908847020338853.png,nan,0.0,0.0,0.0
1774908847056280241,1774908847056280241.png,nan,0.0,0.0,0.0
1774908847196095260,1774908847196095260.png,nan,0.0,0.0,0.0
1774908847273373945,1774908847273373945.png,nan,0.0,0.0,0.0
1774908847350551445,1774908847350551445.png,nan,0.0,0.0,0.0
1774908847453195408,1774908847453195408.png,nan,0.0,0.0,0.0
1774908847492653482,1774908847492653482.png,nan,0.0,0.0,0.0
1774908847587636334,1774908847587636334.png,nan,0.0,0.0,0.0
1774908847657706260,1774908847657706260.png,nan,0.0,0.0,0.0
1774908847722514149,1774908847722514149.png,nan,0.0,0.0,0.0
1774908847789630667,1774908847789630667.png,nan,0.0,0.0,0.0
1774908847856178278,1774908847856178278.png,nan,0.0,0.0,0.0
1774908847888095741,1774908847888095741.png,nan,0.0,0.0,0.0
1774908847970107334,1774908847970107334.png,nan,0.0,0.0,0.0
1774908848020245889,1774908848020245889.png,nan,0.0,0.0,0.0
1774908848087755093,1774908848087755093.png,nan,0.0,0.0,0.0
1774908848231772019,1774908848231772019.png,nan,0.0,0.0,0.0
1774908848320105444,1774908848320105444.png,nan,0.0,0.0,0.0
1774908848376347796,1774908848376347796.png,nan,0.0,0.0,0.0
1774908848459537315,1774908848459537315.png,nan,0.0,0.0,0.0
1774908848476129778,1774908848476129778.png,nan,0.0,0.0,0.0
1774908848526978796,1774908848526978796.png,nan,0.0,0.0,0.0
1774908848599001815,1774908848599001815.png,nan,0.0,0.0,0.0
1774908848687937944,1774908848687937944.png,nan,0.0,0.0,0.0
1774908848720741537,1774908848720741537.png,nan,0.0,0.0,0.0
1774908848802974981,1774908848802974981.png,nan,0.0,0.0,0.0
1774908848832786185,1774908848832786185.png,nan,0.0,0.0,0.0
1774908848953053351,1774908848953053351.png,nan,0.0,0.0,0.0
1774908849004833444,1774908849004833444.png,nan,0.0,0.0,0.0
1774908849136661203,1774908849136661203.png,nan,0.0,0.0,0.0
1774908849257732962,1774908849257732962.png,nan,0.0,0.0,0.0
1774908849323523055,1774908849323523055.png,nan,0.0,0.0,0.0
1774908849394948999,1774908849394948999.png,nan,0.0,0.0,0.0
1774908849423978629,1774908849423978629.png,nan,0.0,0.0,0.0
1774908849515242555,1774908849515242555.png,nan,0.0,0.0,0.0
1774908849571643666,1774908849571643666.png,nan,0.0,0.0,0.0
1774908849724310018,1774908849724310018.png,nan,0.0,0.0,0.0
1774908849828510055,1774908849828510055.png,nan,0.0,0.0,0.0
1774908849903323481,1774908849903323481.png,nan,0.0,0.0,0.0
1774908850049295832,1774908850049295832.png,nan,0.0,0.0,0.0
1774908850157962425,1774908850157962425.png,nan,0.0,0.0,0.0
1774908850225523666,1774908850225523666.png,nan,0.0,0.0,0.0
1774908850284540351,1774908850284540351.png,nan,0.0,0.0,0.0
1774908850330264165,1774908850330264165.png,nan,0.0,0.0,0.0
1774908850384432573,1774908850384432573.png,nan,0.0,0.0,0.0
1774908850422897147,1774908850422897147.png,nan,0.0,0.0,0.0
1774908850495481443,1774908850495481443.png,nan,0.0,0.0,0.0
1774908850611600665,1774908850611600665.png,nan,0.0,0.0,0.0
1774908850717413962,1774908850717413962.png,nan,0.0,0.0,0.0
1774908850793218091,1774908850793218091.png,nan,0.0,0.0,0.0
1774908850868854387,1774908850868854387.png,nan,0.0,0.0,0.0
1774908851030830850,1774908851030830850.png,nan,0.0,0.0,0.0
1774908851111755332,1774908851111755332.png,nan,0.0,0.0,0.0
1774908851143676424,1774908851143676424.png,nan,0.0,0.0,0.0
1774908851273780535,1774908851273780535.png,nan,0.0,0.0,0.0
1774908851321568332,1774908851321568332.png,nan,0.0,0.0,0.0
1774908851355864850,1774908851355864850.png,nan,0.0,0.0,0.0
1774908851388262813,1774908851388262813.png,nan,0.0,0.0,0.0
1774908851497093646,1774908851497093646.png,nan,0.0,0.0,0.0
